Chromosome	Start	End	NExCap
chrUn	1.07e+08	1.08e+08	19
chrUn	1.08e+08	1.09e+08	10
chrUn	1.09e+08	1.1e+08	42
chrUn	1.1e+08	1.11e+08	25
chrUn	1.11e+08	1.12e+08	34
chrUn	1.12e+08	1.13e+08	23
chrUn	1.13e+08	1.14e+08	69
chrUn	1.14e+08	1.15e+08	111
chrUn	1.15e+08	1.16e+08	57
chrUn	1.16e+08	1.17e+08	14
chrUn	1.17e+08	1.18e+08	20
chrUn	1.18e+08	1.19e+08	23
chrUn	1.19e+08	1.2e+08	15
chrUn	1.2e+08	1.21e+08	17
chrUn	1.21e+08	1.22e+08	14
chrUn	1.22e+08	1.23e+08	23
chrUn	1.23e+08	1.24e+08	2
chrUn	1.24e+08	1.25e+08	6
chrUn	1.25e+08	1.26e+08	12
chrUn	1.26e+08	1.27e+08	1
chrUn	1.27e+08	1.28e+08	77
chrUn	1.28e+08	1.29e+08	29
chrUn	1.29e+08	1.3e+08	19
chrUn	1.3e+08	1.31e+08	9
chrUn	1.31e+08	1.32e+08	1
chrUn	1.32e+08	1.33e+08	15
chrUn	1.33e+08	1.34e+08	13
chrUn	1.34e+08	1.35e+08	2
chrUn	1.35e+08	1.36e+08	23
chrUn	1.36e+08	1.37e+08	12
chrUn	1.37e+08	1.38e+08	12
chrUn	1.38e+08	1.39e+08	10
chrUn	1.39e+08	1.4e+08	11
chrUn	1.4e+08	1.41e+08	11
chrUn	1.41e+08	1.42e+08	10
chrUn	1.42e+08	1.43e+08	32
chrUn	1.43e+08	1.44e+08	10
chrUn	1.44e+08	1.45e+08	19
chrUn	1.45e+08	1.46e+08	19
chrUn	1.46e+08	1.47e+08	15
chrUn	1.47e+08	1.48e+08	17
chrUn	1.48e+08	1.49e+08	41
chrUn	1.49e+08	1.5e+08	64
chrUn	1.5e+08	1.51e+08	11
chrUn	1.51e+08	1.52e+08	20
chrUn	1.52e+08	1.53e+08	12
chrUn	1.53e+08	1.54e+08	0
chrUn	1.54e+08	1.55e+08	6
chrUn	1.55e+08	1.56e+08	20
chrUn	1.56e+08	1.57e+08	30
chrUn	1.57e+08	1.58e+08	30
chrUn	1.58e+08	1.59e+08	23
chrUn	1.59e+08	1.6e+08	3
chrUn	1.6e+08	1.61e+08	5
chrUn	1.61e+08	1.62e+08	27
chrUn	1.62e+08	1.63e+08	5
chrUn	1.63e+08	1.64e+08	16
chrUn	1.64e+08	1.65e+08	17
chrUn	1.65e+08	1.66e+08	10
chrUn	1.66e+08	1.67e+08	10
chrUn	1.67e+08	1.68e+08	7
chrUn	1.68e+08	1.69e+08	16
chrUn	1.69e+08	1.7e+08	12
chrUn	1.7e+08	1.71e+08	6
chrUn	1.71e+08	1.72e+08	17
chrUn	1.72e+08	1.73e+08	7
chrUn	1.73e+08	1.74e+08	28
chrUn	1.74e+08	1.75e+08	8
chrUn	1.75e+08	1.76e+08	4
chrUn	1.76e+08	1.77e+08	29
chrUn	1.77e+08	1.78e+08	26
chrUn	1.78e+08	1.79e+08	7
chrUn	1.79e+08	1.8e+08	7
chrUn	1.8e+08	1.81e+08	21
chrUn	1.81e+08	1.82e+08	14
chrUn	1.82e+08	1.83e+08	10
chrUn	1.83e+08	1.84e+08	19
chrUn	1.84e+08	1.85e+08	8
chrUn	1.85e+08	1.86e+08	5
chrUn	1.86e+08	1.87e+08	45
chrUn	1.87e+08	1.88e+08	44
chrUn	1.88e+08	1.89e+08	43
chrUn	1.89e+08	1.9e+08	32
chrUn	1.9e+08	1.91e+08	40
chrUn	1.91e+08	1.92e+08	31
chrUn	1.92e+08	1.93e+08	41
chrUn	1.93e+08	1.94e+08	31
chrUn	1.94e+08	1.95e+08	50
chrUn	1.95e+08	1.96e+08	5
chrUn	1.96e+08	1.97e+08	6
chrUn	1.97e+08	1.98e+08	3
chrUn	1.98e+08	1.99e+08	40
chrUn	1.99e+08	2e+08	18
chrUn	2e+08	2.01e+08	32
chrUn	2.01e+08	2.02e+08	8
chrUn	2.02e+08	2.03e+08	5
chrUn	2.03e+08	2.04e+08	22
chrUn	2.04e+08	2.05e+08	18
chrUn	2.05e+08	2.06e+08	64
chrUn	2.06e+08	2.07e+08	47
chrUn	2.07e+08	2.08e+08	8
chrUn	2.08e+08	2.09e+08	7
chrUn	2.09e+08	2.1e+08	4
chrUn	2.1e+08	2.11e+08	12
chrUn	2.11e+08	2.12e+08	9
chrUn	2.12e+08	2.13e+08	1
chrUn	2.13e+08	2.14e+08	6
chrUn	2.14e+08	2.15e+08	10
chrUn	2.15e+08	2.16e+08	22
chrUn	2.16e+08	2.17e+08	3
chrUn	2.17e+08	2.18e+08	7
chrUn	2.18e+08	2.19e+08	7
chrUn	2.19e+08	2.2e+08	11
chrUn	2.2e+08	2.21e+08	8
chrUn	2.21e+08	2.22e+08	8
chrUn	2.22e+08	2.23e+08	8
chrUn	2.23e+08	2.24e+08	29
chrUn	2.24e+08	2.25e+08	3
chrUn	2.25e+08	2.26e+08	28
chrUn	2.26e+08	2.27e+08	47
chrUn	2.27e+08	2.28e+08	25
chrUn	2.28e+08	2.29e+08	12
chrUn	2.29e+08	2.3e+08	6
chrUn	2.3e+08	2.31e+08	8
chrUn	2.31e+08	2.32e+08	15
chrUn	2.32e+08	2.33e+08	9
chrUn	2.33e+08	2.34e+08	6
chrUn	2.34e+08	2.35e+08	5
chrUn	2.35e+08	2.36e+08	53
chrUn	2.36e+08	2.37e+08	17
chrUn	2.37e+08	2.38e+08	9
chrUn	2.38e+08	2.39e+08	9
chrUn	2.39e+08	2.4e+08	13
chrUn	2.4e+08	2.41e+08	3
chrUn	2.41e+08	2.42e+08	5
chrUn	2.42e+08	2.43e+08	1
chrUn	2.43e+08	2.44e+08	9
chrUn	2.44e+08	2.45e+08	4
chrUn	2.45e+08	2.46e+08	13
chrUn	2.46e+08	2.47e+08	49
chrUn	2.47e+08	2.48e+08	93
chrUn	2.48e+08	2.49e+08	119
chrUn	2.49e+08	249774706	121
